Date,Cloud Provider,Service Name,Region,Department,Cost (USD),Usage Quantity
2025-01-24,Azure,Virtual Machines,East US,DevOps,52.98,91.21
2025-01-24,Azure,Virtual Machines,West Europe,QA,53.85,173.21
2025-01-24,Azure,Virtual Machines,Central India,Data Science,49.18,168.57
2025-01-24,Azure,Virtual Machines,Southeast Asia,Marketing,52.9,105.76
2025-01-24,GCP,BigQuery,us-central1,QA,29.11,88.19
2025-01-24,GCP,BigQuery,europe-west1,DevOps,17.6,28.25
2025-01-24,GCP,Cloud CDN,us-central1,Finance,16.85,50.44
2025-01-24,GCP,Cloud Functions,us-central1,DevOps,7.63,20.59
2025-01-24,GCP,Cloud Functions,asia-south1,Finance,4.68,12.82
2025-01-24,GCP,Cloud Storage,us-central1,DevOps,10.79,39.58
2025-01-24,GCP,Cloud Storage,europe-west1,DevOps,7.39,28.45
2025-01-24,GCP,Cloud Storage,asia-south1,DevOps,10.95,19.83
2025-01-24,GCP,Compute Engine,us-central1,Finance,44.06,102.53
2025-01-24,GCP,Compute Engine,europe-west1,Finance,59.54,126.73
2025-01-24,GCP,Compute Engine,asia-south1,Marketing,63.16,141.29
2025-01-25,AWS,CloudFront,eu-west-1,QA,14.1,48.55
2025-01-25,AWS,EBS,us-west-2,Engineering,11.0,21.85
2025-01-25,AWS,EBS,eu-west-1,Engineering,18.7,36.22
2025-01-25,AWS,EBS,ap-south-1,Finance,8.97,37.21
2025-01-25,AWS,EC2,us-east-1,DevOps,44.28,142.55
2025-01-25,AWS,EC2,us-west-2,Marketing,41.17,99.86
2025-01-25,AWS,EC2,eu-west-1,Finance,36.1,96.94
2025-01-25,AWS,Lambda,us-west-2,DevOps,4.15,7.66
2025-01-25,AWS,Lambda,eu-west-1,QA,4.23,10.24
2025-01-25,AWS,Lambda,ap-south-1,Marketing,5.91,9.42
2025-01-25,AWS,RDS,us-east-1,Engineering,35.58,109.88
2025-01-25,AWS,RDS,us-west-2,Finance,37.01,125.42
2025-01-25,AWS,RDS,eu-west-1,QA,48.82,166.6
2025-01-25,AWS,RDS,ap-south-1,Engineering,45.46,71.72
2025-01-25,AWS,S3,us-east-1,DevOps,8.75,19.96
2025-01-25,AWS,S3,us-west-2,Marketing,9.44,31.18
2025-01-25,AWS,S3,eu-west-1,Engineering,6.72,26.58
2025-01-25,AWS,S3,ap-south-1,QA,9.21,22.61
2025-01-25,Azure,Blob Storage,East US,DevOps,13.29,48.64
2025-01-25,Azure,Blob Storage,West Europe,Engineering,10.58,25.1
2025-01-25,Azure,Blob Storage,Southeast Asia,Engineering,13.97,49.56
2025-01-25,Azure,CDN,East US,Data Science,10.8,22.89
2025-01-25,Azure,CDN,Southeast Asia,Engineering,11.22,28.54
2025-01-25,Azure,Functions,Central India,QA,8.42,21.71
2025-01-25,Azure,Functions,Southeast Asia,QA,8.56,22.53
2025-01-25,Azure,SQL Database,East US,QA,36.22,113.96
2025-01-25,Azure,SQL Database,Central India,DevOps,51.16,161.15
2025-01-25,Azure,Virtual Machines,East US,DevOps,49.03,73.89
2025-01-25,Azure,Virtual Machines,West Europe,QA,64.46,196.73
2025-01-25,Azure,Virtual Machines,Central India,Data Science,47.98,155.41
2025-01-25,Azure,Virtual Machines,Southeast Asia,Marketing,45.55,86.17
2025-01-25,GCP,BigQuery,us-central1,QA,24.64,78.15
2025-01-25,GCP,BigQuery,europe-west1,DevOps,16.73,26.38
2025-01-25,GCP,Cloud CDN,us-central1,Finance,16.95,49.64
2025-01-25,GCP,Cloud Functions,us-central1,DevOps,7.59,19.79
2025-01-25,GCP,Cloud Functions,asia-south1,Finance,4.43,12.33
2025-01-25,GCP,Cloud Storage,us-central1,DevOps,9.47,32.99
2025-01-25,GCP,Cloud Storage,europe-west1,DevOps,7.23,26.67
2025-01-25,GCP,Cloud Storage,asia-south1,DevOps,14.26,28.64
2025-01-25,GCP,Compute Engine,us-central1,Finance,37.82,75.55
2025-01-25,GCP,Compute Engine,europe-west1,Finance,47.79,89.78
2025-01-25,GCP,Compute Engine,asia-south1,Marketing,74.34,191.65
2025-01-26,AWS,CloudFront,eu-west-1,QA,11.02,37.26
2025-01-26,AWS,EBS,us-west-2,Engineering,12.49,25.99
2025-01-26,AWS,EBS,eu-west-1,Engineering,14.03,30.49
2025-01-26,AWS,EBS,ap-south-1,Finance,9.22,37.36
2025-01-26,AWS,EC2,us-east-1,DevOps,46.44,141.36
2025-01-26,AWS,EC2,us-west-2,Marketing,45.27,127.11
2025-01-26,AWS,EC2,eu-west-1,Finance,39.2,106.21
2025-01-26,AWS,Lambda,us-west-2,DevOps,4.0,6.82
2025-01-26,AWS,Lambda,eu-west-1,QA,5.01,14.23
2025-01-26,AWS,Lambda,ap-south-1,Marketing,5.53,8.94
2025-01-26,AWS,RDS,us-east-1,Engineering,32.27,103.47
2025-01-26,AWS,RDS,us-west-2,Finance,41.28,156.72
2025-01-26,AWS,RDS,eu-west-1,QA,45.14,144.06
2025-01-26,AWS,RDS,ap-south-1,Engineering,48.96,76.86
2025-01-26,AWS,S3,us-east-1,DevOps,8.22,15.93
2025-01-26,AWS,S3,us-west-2,Marketing,8.26,28.38
2025-01-26,AWS,S3,eu-west-1,Engineering,6.37,21.89
2025-01-26,AWS,S3,ap-south-1,QA,10.17,25.43
2025-01-26,Azure,Blob Storage,East US,DevOps,12.47,49.48
2025-01-26,Azure,Blob Storage,West Europe,Engineering,9.71,23.91
2025-01-26,Azure,Blob Storage,Southeast Asia,Engineering,14.77,48.24
2025-01-26,Azure,CDN,East US,Data Science,13.14,27.52
2025-01-26,Azure,CDN,Southeast Asia,Engineering,9.52,25.78
2025-01-26,Azure,Functions,Central India,QA,7.96,18.13
2025-01-26,Azure,Functions,Southeast Asia,QA,7.61,20.75
2025-01-26,Azure,SQL Database,East US,QA,36.15,112.02
2025-01-26,Azure,SQL Database,Central India,DevOps,53.37,197.82
2025-01-26,Azure,Virtual Machines,East US,DevOps,53.76,91.16
2025-01-26,Azure,Virtual Machines,West Europe,QA,57.61,180.64
2025-01-26,Azure,Virtual Machines,Central India,Data Science,42.8,144.61
2025-01-26,Azure,Virtual Machines,Southeast Asia,Marketing,46.13,86.02
2025-01-26,GCP,BigQuery,us-central1,QA,28.88,86.81
2025-01-26,GCP,BigQuery,europe-west1,DevOps,16.34,23.72
2025-01-26,GCP,Cloud CDN,us-central1,Finance,15.57,38.69
2025-01-26,GCP,Cloud Functions,us-central1,DevOps,7.98,18.69
2025-01-26,GCP,Cloud Functions,asia-south1,Finance,4.34,10.09
2025-01-26,GCP,Cloud Storage,us-central1,DevOps,9.36,32.32
2025-01-26,GCP,Cloud Storage,europe-west1,DevOps,6.39,25.63
2025-01-26,GCP,Cloud Storage,asia-south1,DevOps,12.33,24.51
2025-01-26,GCP,Compute Engine,us-central1,Finance,48.87,108.26
2025-01-26,GCP,Compute Engine,europe-west1,Finance,65.41,126.47
2025-01-26,GCP,Compute Engine,asia-south1,Marketing,79.42,181.55
2025-01-27,AWS,CloudFront,eu-west-1,QA,12.96,45.89
2025-01-27,AWS,EBS,us-west-2,Engineering,14.76,27.23
2025-01-27,AWS,EBS,eu-west-1,Engineering,15.7,31.78
2025-01-27,AWS,EBS,ap-south-1,Finance,8.68,31.25
2025-01-27,AWS,EC2,us-east-1,DevOps,43.73,125.1
2025-01-27,AWS,EC2,us-west-2,Marketing,41.04,116.53
2025-01-27,AWS,EC2,eu-west-1,Finance,35.66,88.91
2025-01-27,AWS,Lambda,us-west-2,DevOps,4.65,7.77
2025-01-27,AWS,Lambda,eu-west-1,QA,3.96,9.94
2025-01-27,AWS,Lambda,ap-south-1,Marketing,6.12,10.5
2025-01-27,AWS,RDS,us-east-1,Engineering,28.16,81.4
2025-01-27,AWS,RDS,us-west-2,Finance,39.31,138.87
2025-01-27,AWS,RDS,eu-west-1,QA,43.08,143.68
2025-01-27,AWS,RDS,ap-south-1,Engineering,44.77,65.02
2025-01-27,AWS,S3,us-east-1,DevOps,7.54,16.84
2025-01-27,AWS,S3,us-west-2,Marketing,8.15,29.39
2025-01-27,AWS,S3,eu-west-1,Engineering,6.89,26.61
2025-01-27,AWS,S3,ap-south-1,QA,10.76,23.03
2025-01-27,Azure,Blob Storage,East US,DevOps,13.62,47.51
2025-01-27,Azure,Blob Storage,West Europe,Engineering,9.49,25.64
2025-01-27,Azure,Blob Storage,Southeast Asia,Engineering,14.25,51.35
2025-01-27,Azure,CDN,East US,Data Science,11.65,26.69
2025-01-27,Azure,CDN,Southeast Asia,Engineering,10.4,28.46
2025-01-27,Azure,Functions,Central India,QA,8.78,20.71
2025-01-27,Azure,Functions,Southeast Asia,QA,8.44,19.38
2025-01-27,Azure,SQL Database,East US,QA,36.05,126.02
2025-01-27,Azure,SQL Database,Central India,DevOps,53.56,193.45
2025-01-27,Azure,Virtual Machines,East US,DevOps,53.52,82.66
2025-01-27,Azure,Virtual Machines,West Europe,QA,56.85,178.4
2025-01-27,Azure,Virtual Machines,Central India,Data Science,46.34,134.37
2025-01-27,Azure,Virtual Machines,Southeast Asia,Marketing,51.2,93.73
2025-01-27,GCP,BigQuery,us-central1,QA,29.49,84.71
2025-01-27,GCP,BigQuery,europe-west1,DevOps,16.16,24.36
2025-01-27,GCP,Cloud CDN,us-central1,Finance,15.32,38.03
2025-01-27,GCP,Cloud Functions,us-central1,DevOps,8.08,21.81
2025-01-27,GCP,Cloud Functions,asia-south1,Finance,4.04,9.42
2025-01-27,GCP,Cloud Storage,us-central1,DevOps,9.56,34.67
2025-01-27,GCP,Cloud Storage,europe-west1,DevOps,6.95,28.47
2025-01-27,GCP,Cloud Storage,asia-south1,DevOps,12.81,26.36
2025-01-27,GCP,Compute Engine,us-central1,Finance,41.47,88.77
2025-01-27,GCP,Compute Engine,europe-west1,Finance,68.56,130.79
2025-01-27,GCP,Compute Engine,asia-south1,Marketing,60.58,155.13
2025-01-28,AWS,CloudFront,eu-west-1,QA,12.2,45.04
2025-01-28,AWS,EBS,us-west-2,Engineering,12.29,24.38
2025-01-28,AWS,EBS,eu-west-1,Engineering,15.86,30.55
2025-01-28,AWS,EBS,ap-south-1,Finance,9.73,37.34
2025-01-28,AWS,EC2,us-east-1,DevOps,44.22,135.66
2025-01-28,AWS,EC2,us-west-2,Marketing,44.02,114.95
2025-01-28,AWS,EC2,eu-west-1,Finance,40.15,109.84
2025-01-28,AWS,Lambda,us-west-2,DevOps,4.57,7.68
2025-01-28,AWS,Lambda,eu-west-1,QA,4.87,13.22
2025-01-28,AWS,Lambda,ap-south-1,Marketing,5.17,7.76
2025-01-28,AWS,RDS,us-east-1,Engineering,28.15,87.54
2025-01-28,AWS,RDS,us-west-2,Finance,34.97,121.39
2025-01-28,AWS,RDS,eu-west-1,QA,48.9,163.23
2025-01-28,AWS,RDS,ap-south-1,Engineering,48.07,70.37
2025-01-28,AWS,S3,us-east-1,DevOps,7.87,16.25
2025-01-28,AWS,S3,us-west-2,Marketing,8.21,25.44
2025-01-28,AWS,S3,eu-west-1,Engineering,7.77,29.69
2025-01-28,AWS,S3,ap-south-1,QA,11.93,30.46
2025-01-28,Azure,Blob Storage,East US,DevOps,14.0,51.68
2025-01-28,Azure,Blob Storage,West Europe,Engineering,12.24,29.09
2025-01-28,Azure,Blob Storage,Southeast Asia,Engineering,14.66,55.75
2025-01-28,Azure,CDN,East US,Data Science,11.27,26.33
2025-01-28,Azure,CDN,Southeast Asia,Engineering,10.01,23.6
2025-01-28,Azure,Functions,Central India,QA,8.58,19.07
2025-01-28,Azure,Functions,Southeast Asia,QA,8.56,20.19
2025-01-28,Azure,SQL Database,East US,QA,33.48,103.54
2025-01-28,Azure,SQL Database,Central India,DevOps,48.65,171.01
2025-01-28,Azure,Virtual Machines,East US,DevOps,56.81,82.01
2025-01-28,Azure,Virtual Machines,West Europe,QA,57.42,207.3
2025-01-28,Azure,Virtual Machines,Central India,Data Science,33.99,113.33
2025-01-28,Azure,Virtual Machines,Southeast Asia,Marketing,46.41,81.65
2025-01-28,GCP,BigQuery,us-central1,QA,26.14,80.34
2025-01-28,GCP,BigQuery,europe-west1,DevOps,16.19,26.4
2025-01-28,GCP,Cloud CDN,us-central1,Finance,17.47,50.75
2025-01-28,GCP,Cloud Functions,us-central1,DevOps,8.83,20.25
2025-01-28,GCP,Cloud Functions,asia-south1,Finance,4.87,13.5
2025-01-28,GCP,Cloud Storage,us-central1,DevOps,9.18,35.9
2025-01-28,GCP,Cloud Storage,europe-west1,DevOps,6.92,23.49
2025-01-28,GCP,Cloud Storage,asia-south1,DevOps,12.31,25.32
2025-01-28,GCP,Compute Engine,us-central1,Finance,41.54,95.69
2025-01-28,GCP,Compute Engine,europe-west1,Finance,74.41,161.51
2025-01-28,GCP,Compute Engine,asia-south1,Marketing,79.78,191.7
2025-01-29,AWS,CloudFront,eu-west-1,QA,12.44,39.32
2025-01-29,AWS,EBS,us-west-2,Engineering,12.21,24.98
2025-01-29,AWS,EBS,eu-west-1,Engineering,16.28,30.67
2025-01-29,AWS,EBS,ap-south-1,Finance,10.27,37.0
2025-01-29,AWS,EC2,us-east-1,DevOps,41.78,132.52
2025-01-29,AWS,EC2,us-west-2,Marketing,42.31,113.12
2025-01-29,AWS,EC2,eu-west-1,Finance,47.47,122.32
2025-01-29,AWS,Lambda,us-west-2,DevOps,3.81,6.8
2025-01-29,AWS,Lambda,eu-west-1,QA,4.17,11.05
2025-01-29,AWS,Lambda,ap-south-1,Marketing,6.15,9.92
2025-01-29,AWS,RDS,us-east-1,Engineering,35.82,106.54
2025-01-29,AWS,RDS,us-west-2,Finance,34.4,132.41
2025-01-29,AWS,RDS,eu-west-1,QA,46.63,152.71
2025-01-29,AWS,RDS,ap-south-1,Engineering,46.09,72.37
2025-01-29,AWS,S3,us-east-1,DevOps,8.18,17.38
2025-01-29,AWS,S3,us-west-2,Marketing,9.23,27.41
2025-01-29,AWS,S3,eu-west-1,Engineering,7.81,32.35
2025-01-29,AWS,S3,ap-south-1,QA,11.64,27.96
2025-01-29,Azure,Blob Storage,East US,DevOps,11.53,43.96
2025-01-29,Azure,Blob Storage,West Europe,Engineering,12.27,32.84
2025-01-29,Azure,Blob Storage,Southeast Asia,Engineering,12.31,45.76
2025-01-29,Azure,CDN,East US,Data Science,12.26,27.99
2025-01-29,Azure,CDN,Southeast Asia,Engineering,11.06,28.08
2025-01-29,Azure,Functions,Central India,QA,7.88,19.4
2025-01-29,Azure,Functions,Southeast Asia,QA,7.72,17.51
2025-01-29,Azure,SQL Database,East US,QA,37.2,132.5
2025-01-29,Azure,SQL Database,Central India,DevOps,49.56,185.44
2025-01-29,Azure,Virtual Machines,East US,DevOps,59.64,95.6
2025-01-29,Azure,Virtual Machines,West Europe,QA,56.04,183.61
2025-01-29,Azure,Virtual Machines,Central India,Data Science,46.69,139.37
2025-01-29,Azure,Virtual Machines,Southeast Asia,Marketing,52.41,91.28
2025-01-29,GCP,BigQuery,us-central1,QA,28.37,93.43
2025-01-29,GCP,BigQuery,europe-west1,DevOps,16.01,22.35
2025-01-29,GCP,Cloud CDN,us-central1,Finance,15.4,46.52
2025-01-29,GCP,Cloud Functions,us-central1,DevOps,7.68,19.86
2025-01-29,GCP,Cloud Functions,asia-south1,Finance,4.14,11.19
2025-01-29,GCP,Cloud Storage,us-central1,DevOps,10.57,39.21
2025-01-29,GCP,Cloud Storage,europe-west1,DevOps,7.4,25.54
2025-01-29,GCP,Cloud Storage,asia-south1,DevOps,14.39,28.85
2025-01-29,GCP,Compute Engine,us-central1,Finance,49.18,99.4
2025-01-29,GCP,Compute Engine,europe-west1,Finance,67.61,142.34
2025-01-29,GCP,Compute Engine,asia-south1,Marketing,88.7,188.34
2025-01-30,AWS,CloudFront,eu-west-1,QA,13.57,51.89
2025-01-30,AWS,EBS,us-west-2,Engineering,12.13,22.61
2025-01-30,AWS,EBS,eu-west-1,Engineering,16.39,29.45
2025-01-30,AWS,EBS,ap-south-1,Finance,8.86,32.14
2025-01-30,AWS,EC2,us-east-1,DevOps,41.76,133.51
2025-01-30,AWS,EC2,us-west-2,Marketing,43.4,119.65
2025-01-30,AWS,EC2,eu-west-1,Finance,33.61,85.7
2025-01-30,AWS,Lambda,us-west-2,DevOps,4.11,6.69
2025-01-30,AWS,Lambda,eu-west-1,QA,3.81,10.01
2025-01-30,AWS,Lambda,ap-south-1,Marketing,5.59,8.5
2025-01-30,AWS,RDS,us-east-1,Engineering,35.39,118.53
2025-01-30,AWS,RDS,us-west-2,Finance,40.06,155.0
2025-01-30,AWS,RDS,eu-west-1,QA,44.38,133.58
2025-01-30,AWS,RDS,ap-south-1,Engineering,48.91,71.88
2025-01-30,AWS,S3,us-east-1,DevOps,8.92,20.66
2025-01-30,AWS,S3,us-west-2,Marketing,9.34,28.16
2025-01-30,AWS,S3,eu-west-1,Engineering,6.64,25.07
2025-01-30,AWS,S3,ap-south-1,QA,11.48,28.87
2025-01-30,Azure,Blob Storage,East US,DevOps,11.54,42.74
2025-01-30,Azure,Blob Storage,West Europe,Engineering,11.53,27.8
2025-01-30,Azure,Blob Storage,Southeast Asia,Engineering,15.57,56.01
2025-01-30,Azure,CDN,East US,Data Science,13.77,30.98
2025-01-30,Azure,CDN,Southeast Asia,Engineering,10.62,28.88
2025-01-30,Azure,Functions,Central India,QA,8.03,19.97
2025-01-30,Azure,Functions,Southeast Asia,QA,8.68,20.15
2025-01-30,Azure,SQL Database,East US,QA,36.8,124.85
2025-01-30,Azure,SQL Database,Central India,DevOps,49.35,157.93
2025-01-30,Azure,Virtual Machines,East US,DevOps,55.93,96.75
2025-01-30,Azure,Virtual Machines,West Europe,QA,63.27,190.89
2025-01-30,Azure,Virtual Machines,Central India,Data Science,42.14,131.09
2025-01-30,Azure,Virtual Machines,Southeast Asia,Marketing,48.89,96.97
2025-01-30,GCP,BigQuery,us-central1,QA,22.03,68.52
2025-01-30,GCP,BigQuery,europe-west1,DevOps,17.08,25.69
2025-01-30,GCP,Cloud CDN,us-central1,Finance,15.93,43.54
2025-01-30,GCP,Cloud Functions,us-central1,DevOps,8.12,20.68
2025-01-30,GCP,Cloud Functions,asia-south1,Finance,4.69,12.64
2025-01-30,GCP,Cloud Storage,us-central1,DevOps,8.73,33.46
2025-01-30,GCP,Cloud Storage,europe-west1,DevOps,6.55,25.55
2025-01-30,GCP,Cloud Storage,asia-south1,DevOps,13.69,25.23
2025-01-30,GCP,Compute Engine,us-central1,Finance,40.48,78.28
2025-01-30,GCP,Compute Engine,europe-west1,Finance,72.98,146.83
2025-01-30,GCP,Compute Engine,asia-south1,Marketing,81.21,184.18
2025-01-31,AWS,CloudFront,eu-west-1,QA,11.51,42.73
2025-01-31,AWS,EBS,us-west-2,Engineering,12.85,26.81
2025-01-31,AWS,EBS,eu-west-1,Engineering,15.0,30.92
2025-01-31,AWS,EBS,ap-south-1,Finance,10.46,40.77
2025-01-31,AWS,EC2,us-east-1,DevOps,47.99,128.11
2025-01-31,AWS,EC2,us-west-2,Marketing,41.77,102.24
2025-01-31,AWS,EC2,eu-west-1,Finance,37.72,88.09
2025-01-31,AWS,Lambda,us-west-2,DevOps,4.02,6.61
2025-01-31,AWS,Lambda,eu-west-1,QA,4.54,13.06
2025-01-31,AWS,Lambda,ap-south-1,Marketing,6.66,9.9
2025-01-31,AWS,RDS,us-east-1,Engineering,31.53,104.59
2025-01-31,AWS,RDS,us-west-2,Finance,38.85,152.39
2025-01-31,AWS,RDS,eu-west-1,QA,36.71,124.93
2025-01-31,AWS,RDS,ap-south-1,Engineering,46.96,67.06
2025-01-31,AWS,S3,us-east-1,DevOps,8.36,17.23
2025-01-31,AWS,S3,us-west-2,Marketing,8.64,27.76
2025-01-31,AWS,S3,eu-west-1,Engineering,6.29,21.75
2025-01-31,AWS,S3,ap-south-1,QA,12.87,32.37
2025-01-31,Azure,Blob Storage,East US,DevOps,11.29,40.25
2025-01-31,Azure,Blob Storage,West Europe,Engineering,11.51,26.32
2025-01-31,Azure,Blob Storage,Southeast Asia,Engineering,15.42,58.99
2025-01-31,Azure,CDN,East US,Data Science,11.87,24.56
2025-01-31,Azure,CDN,Southeast Asia,Engineering,10.9,27.67
2025-01-31,Azure,Functions,Central India,QA,8.79,22.95
2025-01-31,Azure,Functions,Southeast Asia,QA,8.43,21.72
2025-01-31,Azure,SQL Database,East US,QA,35.11,124.44
2025-01-31,Azure,SQL Database,Central India,DevOps,56.43,204.27
2025-01-31,Azure,Virtual Machines,East US,DevOps,55.0,95.1
2025-01-31,Azure,Virtual Machines,West Europe,QA,53.29,164.22
2025-01-31,Azure,Virtual Machines,Central India,Data Science,53.48,172.2
2025-01-31,Azure,Virtual Machines,Southeast Asia,Marketing,38.06,70.84
2025-01-31,GCP,BigQuery,us-central1,QA,27.95,85.98
2025-01-31,GCP,BigQuery,europe-west1,DevOps,16.4,23.98
2025-01-31,GCP,Cloud CDN,us-central1,Finance,15.29,41.54
2025-01-31,GCP,Cloud Functions,us-central1,DevOps,8.89,23.38
2025-01-31,GCP,Cloud Functions,asia-south1,Finance,4.66,12.47
2025-01-31,GCP,Cloud Storage,us-central1,DevOps,9.65,35.68
2025-01-31,GCP,Cloud Storage,europe-west1,DevOps,6.24,22.27
2025-01-31,GCP,Cloud Storage,asia-south1,DevOps,14.01,29.56
2025-01-31,GCP,Compute Engine,us-central1,Finance,42.14,90.13
2025-01-31,GCP,Compute Engine,europe-west1,Finance,65.22,141.17
2025-01-31,GCP,Compute Engine,asia-south1,Marketing,69.52,148.17
2025-02-01,AWS,CloudFront,eu-west-1,QA,13.15,48.28
2025-02-01,AWS,EBS,us-west-2,Engineering,12.26,22.31
2025-02-01,AWS,EBS,eu-west-1,Engineering,15.91,30.69
2025-02-01,AWS,EBS,ap-south-1,Finance,9.59,33.2
2025-02-01,AWS,EC2,us-east-1,DevOps,50.3,144.21
2025-02-01,AWS,EC2,us-west-2,Marketing,45.02,117.91
2025-02-01,AWS,EC2,eu-west-1,Finance,37.26,91.7
2025-02-01,AWS,Lambda,us-west-2,DevOps,4.52,7.99
2025-02-01,AWS,Lambda,eu-west-1,QA,4.37,11.52
2025-02-01,AWS,Lambda,ap-south-1,Marketing,5.99,8.67
2025-02-01,AWS,RDS,us-east-1,Engineering,29.35,98.1
2025-02-01,AWS,RDS,us-west-2,Finance,38.22,142.81
2025-02-01,AWS,RDS,eu-west-1,QA,40.72,127.49
2025-02-01,AWS,RDS,ap-south-1,Engineering,44.97,66.43
2025-02-01,AWS,S3,us-east-1,DevOps,7.94,16.82
2025-02-01,AWS,S3,us-west-2,Marketing,9.92,34.76
2025-02-01,AWS,S3,eu-west-1,Engineering,7.06,27.02
2025-02-01,AWS,S3,ap-south-1,QA,12.89,28.62
2025-02-01,Azure,Blob Storage,East US,DevOps,14.69,49.55
2025-02-01,Azure,Blob Storage,West Europe,Engineering,27.15,26.31
2025-02-01,Azure,Blob Storage,Southeast Asia,Engineering,17.2,58.4
2025-02-01,Azure,CDN,East US,Data Science,11.99,28.1
2025-02-01,Azure,CDN,Southeast Asia,Engineering,11.66,27.33
2025-02-01,Azure,Functions,Central India,QA,9.12,23.61
2025-02-01,Azure,Functions,Southeast Asia,QA,7.94,18.17
2025-02-01,Azure,SQL Database,East US,QA,37.66,124.97
2025-02-01,Azure,SQL Database,Central India,DevOps,52.11,168.09
2025-02-01,Azure,Virtual Machines,East US,DevOps,50.64,73.99
2025-02-01,Azure,Virtual Machines,West Europe,QA,60.25,183.27
2025-02-01,Azure,Virtual Machines,Central India,Data Science,48.03,162.35
2025-02-01,Azure,Virtual Machines,Southeast Asia,Marketing,51.32,101.77
2025-02-01,GCP,BigQuery,us-central1,QA,27.73,84.61
2025-02-01,GCP,BigQuery,europe-west1,DevOps,17.97,28.02
2025-02-01,GCP,Cloud CDN,us-central1,Finance,16.33,42.94
2025-02-01,GCP,Cloud Functions,us-central1,DevOps,8.34,20.12
2025-02-01,GCP,Cloud Functions,asia-south1,Finance,5.13,13.66
2025-02-01,GCP,Cloud Storage,us-central1,DevOps,10.27,38.67
2025-02-01,GCP,Cloud Storage,europe-west1,DevOps,6.38,26.02
2025-02-01,GCP,Cloud Storage,asia-south1,DevOps,13.62,25.33
2025-02-01,GCP,Compute Engine,us-central1,Finance,37.13,79.07
2025-02-01,GCP,Compute Engine,europe-west1,Finance,65.94,139.81
2025-02-01,GCP,Compute Engine,asia-south1,Marketing,78.07,179.65
2025-02-02,AWS,CloudFront,eu-west-1,QA,13.05,47.99
2025-02-02,AWS,EBS,us-west-2,Engineering,12.64,23.24
2025-02-02,AWS,EBS,eu-west-1,Engineering,18.07,38.07
2025-02-02,AWS,EBS,ap-south-1,Finance,9.69,40.42
2025-02-02,AWS,EC2,us-east-1,DevOps,43.38,117.05
2025-02-02,AWS,EC2,us-west-2,Marketing,45.11,115.69
2025-02-02,AWS,EC2,eu-west-1,Finance,38.06,106.2
2025-02-02,AWS,Lambda,us-west-2,DevOps,4.79,7.36
2025-02-02,AWS,Lambda,eu-west-1,QA,4.07,9.94
2025-02-02,AWS,Lambda,ap-south-1,Marketing,5.47,8.83
2025-02-02,AWS,RDS,us-east-1,Engineering,30.4,99.66
2025-02-02,AWS,RDS,us-west-2,Finance,35.19,141.74
2025-02-02,AWS,RDS,eu-west-1,QA,46.89,135.12
2025-02-02,AWS,RDS,ap-south-1,Engineering,51.84,74.97
2025-02-02,AWS,S3,us-east-1,DevOps,7.89,15.19
2025-02-02,AWS,S3,us-west-2,Marketing,8.64,25.66
2025-02-02,AWS,S3,eu-west-1,Engineering,6.55,26.5
2025-02-02,AWS,S3,ap-south-1,QA,12.27,26.79
2025-02-02,Azure,Blob Storage,East US,DevOps,12.18,43.8
2025-02-02,Azure,Blob Storage,West Europe,Engineering,10.05,26.57
2025-02-02,Azure,Blob Storage,Southeast Asia,Engineering,13.89,53.18
2025-02-02,Azure,CDN,East US,Data Science,10.51,24.15
2025-02-02,Azure,CDN,Southeast Asia,Engineering,10.79,27.13
2025-02-02,Azure,Functions,Central India,QA,8.27,19.26
2025-02-02,Azure,Functions,Southeast Asia,QA,9.35,23.2
2025-02-02,Azure,SQL Database,East US,QA,35.47,120.9
2025-02-02,Azure,SQL Database,Central India,DevOps,146.56,169.91
2025-02-02,Azure,Virtual Machines,East US,DevOps,42.85,71.33
2025-02-02,Azure,Virtual Machines,West Europe,QA,61.02,206.27
2025-02-02,Azure,Virtual Machines,Central India,Data Science,37.05,125.42
2025-02-02,Azure,Virtual Machines,Southeast Asia,Marketing,50.32,98.16
2025-02-02,GCP,BigQuery,us-central1,QA,31.96,99.39
2025-02-02,GCP,BigQuery,europe-west1,DevOps,17.71,27.38
2025-02-02,GCP,Cloud CDN,us-central1,Finance,14.18,40.34
2025-02-02,GCP,Cloud Functions,us-central1,DevOps,8.2,19.86
2025-02-02,GCP,Cloud Functions,asia-south1,Finance,5.58,14.57
2025-02-02,GCP,Cloud Storage,us-central1,DevOps,10.02,35.82
2025-02-02,GCP,Cloud Storage,europe-west1,DevOps,7.12,27.73
2025-02-02,GCP,Cloud Storage,asia-south1,DevOps,13.64,24.53
2025-02-02,GCP,Compute Engine,us-central1,Finance,42.59,86.9
2025-02-02,GCP,Compute Engine,europe-west1,Finance,73.56,161.85
2025-02-02,GCP,Compute Engine,asia-south1,Marketing,75.64,193.71
2025-02-03,AWS,CloudFront,eu-west-1,QA,11.93,40.76
2025-02-03,AWS,EBS,us-west-2,Engineering,12.07,24.98
2025-02-03,AWS,EBS,eu-west-1,Engineering,16.37,31.51
2025-02-03,AWS,EBS,ap-south-1,Finance,8.22,33.97
2025-02-03,AWS,EC2,us-east-1,DevOps,46.06,130.47
2025-02-03,AWS,EC2,us-west-2,Marketing,44.23,107.61
2025-02-03,AWS,EC2,eu-west-1,Finance,42.67,107.23
